Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
15347,WLCZ        ,33.6018055555556,-82.5534722222222,98.7,0.01,91.0,GA ,"GLORY COMMUNICATIONS, INC.                                                  "
15348,W254CF,34.26925,-85.183,98.7,0.01,0.0,GA ,"BROADCAST INVESTMENT ASSOCIATES, INC.                                       "
15349,W254AR,32.9546111111111,-82.7718055555556,98.7,0.01,0.0,GA ,"RADIO STATION WSNT, INC.                                                    "
15350,WSDA-LP     ,34.8678333333333,-85.5455,98.7,0.01,0.0,GA ,"MOUNTAIN EDUCATIONAL SERVICES, CORP.                                        "
15351,K254CS,20.7059722222222,-156.260777777778,98.7,0.01,0.0,HI ,AKAMAI BROADCASTING OF HAWAII LLC                                           
15352,KMGO        ,40.7919444444444,-92.8776944444444,98.7,0.01,138.0,IA ,"HONEY CREEK BROADCASTING, LLC                                               "
15355,KGCI-LP     ,42.0157027777778,-91.5976083333333,98.7,0.01,23.0,IA ,GRACE BAPTIST CHURCH OF MARION IOWA                                         
15356,KSMA-FM     ,43.3646944444444,-93.04825,98.7,0.01,100.0,IA ,"COLOFF MEDIA, LLC                                                           "
15357,K254DL,42.5021666666667,-96.4036388888889,98.7,0.01,0.0,IA ,"IHM LICENSES, LLC                                                           "
15358,K254DI,43.5424166666667,-111.88525,98.7,0.01,0.0,ID ,"SANDHILL MEDIA GROUP, LLC                                                   "
15359,W254BE,38.5244722222222,-89.1342222222222,98.7,0.01,0.0,IL ,"WRXX, LLC                                                                   "
15360,WFMT        ,41.8789166666667,-87.6356111111111,98.7,0.01,470.0,IL ,WINDOW TO THE WORLD COMMUNICATIONS                                          
15364,WNNS        ,39.6997777777778,-89.7820555555556,98.7,0.01,143.0,IL ,"WOODWARD COMMUNICATIONS, INC.                                               "
15365,WQME        ,39.98311111111111,-85.7113611111111,98.7,0.01,117.0,IN ,EDUCATIONAL MEDIA FOUNDATION                                                
15367,WASK-FM     ,40.3905833333333,-86.8647222222222,98.7,0.01,117.0,IN ,"SAGA COMMUNICATIONS OF INDIANA, LLC                                         "
15368,W254DP,39.1531111111111,-86.5169444444445,98.7,0.01,0.0,IN ,"SARKES TARZIAN, INC.                                                        "
15369,WLFQ-LP     ,41.67866666666671,-86.0611111111111,98.7,0.01,0.0,IN ,"CENTRO EVANGELISTICO LATINO AMERICANO, INC.                                 "
15370,W254CO,38.5381111111111,-86.4788888888889,98.7,0.01,0.0,IN ,"DIAMOND SHORES BROADCASTING, LLC                                            "
15371,W254BG,41.2175555555556,-85.7761111111111,98.7,0.01,0.0,IN ,"CALVARY RADIO NETWORK, INC.                                                 "
15372,KNSS-FM     ,37.4030833333333,-97.5897777777778,98.7,0.01,150.0,KS ,"AUDACY LICENSE, LLC                                                         "
15373,WHOP-FM     ,36.9281111111111,-87.5472222222222,98.7,0.01,189.1,KY ,"HOP BROADCASTING, INC.                                                      "
15375,WKDO-FM     ,37.3061666666667,-84.9171666666667,98.7,0.01,73.0,KY ,"SHORELINE COMMUNICATIONS, INC.                                              "
15376,W254CC,37.7750555555556,-87.1588888888889,98.7,0.01,0.0,KY ,"HANCOCK COMMUNICATIONS, INC.                                                "
15377,WMKK-LP     ,37.7505555555556,-84.2061111111111,98.7,0.01,60.0,KY ,"ESTILL COUNTY/21ST CENTURY, INC."
15378,K254DM,30.4325,-91.1852777777778,98.7,0.01,0.0,LA ,"IHM LICENSES, LLC                                                           "
15379,KKST        ,31.03325,-92.5023611111111,98.7,0.01,321.0,LA ,"CENLA BROADCASTING LICENSING COMPANY, LLC                                   "
15380,WKFY        ,41.694,-69.97475,98.7,0.01,47.4,MA ,COXSWAIN MEDIA LLC                                                          
15381,W254AU,42.2139722222222,-73.3448055555556,98.7,0.01,0.0,MA ,UNIVERSITY OF MASSACHUSETTS                                                 
15382,WSPL-LP     ,39.71,-78.1694444444445,98.7,0.01,14.0,MD ,"SPLENDOR OF TRUTH RADIO, INC                                                "
15383,WDZH        ,42.3950277777778,-83.1493611111111,98.7,0.01,141.0,MI ,"AUDACY LICENSE, LLC                                                         "
15385,WFGR        ,43.0325277777778,-85.6964166666667,98.7,0.01,150.0,MI ,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.                                      "
15387,WGLI        ,47.10075,-88.5653888888889,98.7,0.01,176.0,MI ,KEWEENAW BAY INDIAN COMMUNITY                                               
15388,WLDN        ,43.9169444444444,-86.43675,98.7,0.01,104.1,MI ,"SYNERGY LAKESHORE LICENSES, LLC                                             "
15389,W254DY,45.6531638888889,-87.5232722222222,98.7,0.01,34.7,MI ,"WRVM, INC.                                                                  "
15390,K254DJ,47.4471666666667,-94.8236111111111,98.7,0.01,0.0,MN ,REAL PRESENCE RADIO                                                         
15391,K254DS,47.23966666666671,-93.5763055555556,98.7,0.01,0.0,MN ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
15392,K254DT,44.1275,-94.0344444444445,98.7,0.01,0.0,MN ,"SUBARCTIC MEDIA, LLC                                                        "
15393,KLTA-FM     ,46.7596944444444,-96.6078611111111,98.7,0.01,177.0,MN ,"RADIO FARGO-MOORHEAD, INC.                                                  "
15395,KISD        ,43.89775,-95.9475277777778,98.7,0.01,330.0,MN ,"CHRISTENSEN BROADCASTING, LLC                                               "
15396,K254CM,44.0419166666667,-91.6798611111111,98.7,0.01,0.0,MN ,"LEIGHTON RADIO HOLDINGS, INC.                                               "
15397,K254DE,38.9455833333333,-92.77075,98.7,0.01,0.0,MO ,"BILLINGS BROADCASTING, LLC                                                  "
15398,WGCQ        ,36.2139444444445,-89.6903611111111,98.7,0.01,87.0,MO ,POLLACK BROADCASTING CO.                                                    
15399,KOTC-LP     ,38.5717222222222,-92.2820277777778,98.7,0.01,0.0,MO ,JEFFERSON CITY SEVENTH-DAY ADVENTIST CHURCH                                 
15400,K254BU,39.1230833333333,-93.1968611111111,98.7,0.01,0.0,MO ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
15402,K254BE,38.1644722222222,-92.6035,98.7,0.01,0.0,MO ,"VIPER COMMUNICATIONS, INC.                                                  "
15403,KTXR        ,37.0683611111111,-93.3087777777778,98.7,0.01,168.0,MO ,"ZIMMER MIDWEST COMMUNICATIONS, INC.                                         "
15405,K254CR,38.6131111111111,-90.3359444444444,98.7,0.01,0.0,MO ,"AUDACY LICENSE, LLC                                                         "
15407,WNEV        ,34.3656666666667,-90.6373333333333,98.7,0.01,100.0,MS ,L.T. SIMES II & RAYMOND SIMES                                               
15408,W254DJ,30.3893611111111,-89.1064166666667,98.7,0.01,0.0,MS ,"WALKING BY FAITH MINISTRIES, INC.                                           "
15409,WJKK        ,32.1915277777778,-90.4061944444445,98.7,0.01,391.4,MS ,"NEW SOUTH RADIO, INC.                                                       "
15412,K254DO,46.5055555555556,-104.2105,98.7,0.01,0.0,MT ,"NEWELL MEDIA, LLC                                                           "
15413,KHKM        ,46.5093611111111,-113.980111111111,98.7,0.01,127.0,MT ,"JACOBS RADIO PROGRAMMING, LLC                                               "
15415,K254AL,45.6724444444444,-110.539916666667,98.7,0.01,0.0,MT ,"TOWNSQUARE LICENSE, LLC                                                     "
15417,W254AZ,35.1926388888889,-80.8870277777778,98.7,0.01,0.0,NC ,"IHM LICENSES, LLC                                                           "
15418,W254BV,35.6765555555556,-78.5352777777778,98.7,0.01,0.0,NC ,"RADIO TRAINING NETWORK, INC.                                                "
15419,W254DX,35.7840555555556,-81.4091944444445,98.7,0.01,0.0,NC ,FREEDOM BROADCASTING CORPORATION                                            
15420,WSMW        ,35.9451388888889,-79.86225,98.7,0.01,375.0,NC ,"AUDACY LICENSE, LLC                                                         "
15423,WRMR        ,34.4948888888889,-77.4883055555556,98.7,0.01,297.0,NC ,"SUNRISE BROADCASTING, LLC                                                   "
15424,W254AS,35.9406944444444,-78.4788888888889,98.7,0.01,0.0,NC ,FM 102.9 LLC
15425,KACL        ,46.59,-100.796527777778,98.7,0.01,255.2,ND ,"TOWNSQUARE LICENSE, LLC                                                     "
15426,K254DC,48.7858333333333,-98.3663888888889,98.7,0.01,0.0,ND ,"KNDK, INC.                                                                  "
15427,K254CX,42.0280555555556,-97.3406111111111,98.7,0.01,0.0,NE ,NEBRASKA RURAL RADIO ASSOCIATION                                            
15428,KSID-FM     ,41.18275,-103.196305555556,98.7,0.01,117.0,NE ,"FLOOD COMMUNICATIONS WEST, LLC                                              "
15429,WBYY        ,43.2364722222222,-70.8931111111111,98.7,0.01,96.0,NH ,"WBIN MEDIA CO., INC.                                                        "
15430,WINQ-FM     ,42.9159166666667,-72.3309166666667,98.7,0.01,169.0,NH ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     "
15431,WCZT        ,39.0091666666667,-74.87,98.7,0.01,89.5,NJ ,"COASTAL BROADCASTING SYSTEMS, INC.                                          "
15432,KBNM-LP     ,34.6650555555556,-106.765833333333,98.7,0.01,0.0,NM ,TIXS FOR KIDS                                                               
15433,KMTH        ,32.9153888888889,-103.775777777778,98.7,0.01,216.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
15434,KSNM        ,32.9708888888889,-107.224444444444,98.7,0.01,806.0,NM ,ARG OF LAS CRUCES LLC                                                       
15435,KAVB        ,38.5239722222222,-118.622611111111,98.7,0.01,-260.0,NV ,"NYX COMMUNICATIONS, INC.                                                    "
15436,K254AK,39.5840555555556,-119.798777777778,98.7,0.01,152.0,NV ,"LOAM MEDIA, INC.                                                            "
15437,W254DA,42.7859166666667,-73.6281666666667,98.7,0.01,0.0,NY ,"CAPITAL BROADCASTING, INC.                                                  "
15438,WPHD        ,42.1420277777778,-77.0774722222222,98.7,0.01,220.0,NY ,"SOUTHERN BELLE, LLC                                                         "
15439,W254BH,42.1386666666667,-75.9876944444444,98.7,0.01,0.0,NY ,EQUINOX BROADCASTING CORP                                                   
15440,W254AQ,42.1314444444445,-79.2200277777778,98.7,0.01,0.0,NY ,CALVARY CHAPEL OF RUSSELL                                                   
15441,W254BQ,41.9561666666667,-78.6465,98.7,0.01,0.0,NY ,"SOUTHERN BELLE, LLC                                                         "
15442,WEPN-FM     ,40.7484444444444,-73.9856944444445,98.7,0.01,415.0,NY ,EMMIS NEW YORK RADIO LICENSE LLC                                            
15448,WPAC        ,44.5786666666667,-75.5138333333333,98.7,0.01,100.0,NY ,"STEPHENS MEDIA GROUP OGDENSBURG, LLC                                        "
15449,W254CY,44.3403055555556,-74.1284722222222,98.7,0.01,0.0,NY ,MARS HILL BROADCASTING CO. INC.                                             
15450,WLZW        ,43.14425,-75.1787777777778,98.7,0.01,201.0,NY ,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.                               "
15452,WYKL        ,40.7575,-82.7893333333333,98.7,0.01,113.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
15453,W254BA,39.8256944444444,-84.1497222222222,98.7,0.01,0.0,OH ,BRADLEE J. BEER                                                             
15454,W254CD,41.0716944444445,-83.66075,98.7,0.01,55.0,OH ,"ASSOCIATED CHRISTIAN BROADCASTERS, INC.                                     "
15455,WTOW-LP     ,41.4116666666667,-83.8691111111111,98.7,0.01,2.0,OH ,NWO COMMUNITY MEDIA INC                                                     
15456,WYRO        ,39.1550555555556,-82.5968055555556,98.7,0.01,105.0,OH ,"TOTAL MEDIA GROUP, INC.                                                     "
15457,W254CT,40.0339444444444,-82.4020833333333,98.7,0.01,0.0,OH ,WCLT RADIO INC.                                                             
15458,W254BJ,39.9616666666667,-83.8680555555555,98.7,0.01,0.0,OH ,"SPIRIT COMMUNICATIONS, INC.                                                 "
15459,KYOA        ,34.7245277777778,-95.9158055555556,98.7,0.01,64.0,OK ,K95.5 INC
15460,KHWL        ,34.9775,-99.41,98.7,0.01,233.0,OK ,FUCHS RADIO LLC                                                             
15461,K254DQ,34.1085277777778,-96.7768055555556,98.7,0.01,0.0,OK ,"NORTH TEXAS RADIO GROUP, LP                                                 "
15462,K254BT,42.2576111111111,-123.660611111111,98.7,0.01,0.0,OR ,"BICOASTAL MEDIA LICENSES VI, LLC                                            "
15463,KYTT-FM     ,43.4634444444445,-124.096777777778,98.7,0.01,293.0,OR ,LIGHTHOUSE RADIO GROUP                                                      
15464,K254DN,44.0015277777778,-123.115527777778,98.7,0.01,0.0,OR ,LANE COUNTY SCHOOL DISTRICT NO. 4J
15465,K254BS,42.4117777777778,-123.283111111111,98.7,0.01,0.0,OR ,"BICOASTAL MEDIA LICENSES VI, LLC                                            "
15466,KUBQ        ,45.4403888888889,-117.892972222222,98.7,0.01,592.0,OR ,"ALEXANDRA COMMUNICATIONS, INC.                                              "
15467,KWPB-LP     ,44.649,-124.053444444444,98.7,0.01,0.0,OR ,WINDS OF PRAISE BROADCASTING                                                
15468,KARO        ,43.75488888888889,-116.098444444444,98.7,0.01,803.0,OR ,EDUCATIONAL MEDIA FOUNDATION                                                
15471,KUPL        ,45.5160555555556,-122.734194444444,98.7,0.01,502.0,OR ,ALPHA MEDIA LICENSEE LLC                                                    
15474,W254DF,40.0131388888889,-78.5537777777778,98.7,0.01,0.0,PA ,"CESSNA COMMUNICATIONS, INC.                                                 "
15475,W254BU,41.1839444444444,-79.1653055555556,98.7,0.01,0.0,PA ,"PRIORITY COMMUNICATIONS, INC.                                               "
15476,W254DD,40.3236944444445,-76.1971666666667,98.7,0.01,0.0,PA ,CALVARY CHAPEL BIBLE BROADCASTING                                           
15477,W254AJ,42.0377777777778,-80.0619444444444,98.7,0.01,0.0,PA ,CALVARY CHAPEL OF RUSSELL                                                   
15478,W254CR,40.3885,-79.4635555555556,98.7,0.01,0.0,PA ,DISRUPTOR RADIO LLC                                                         
15479,WFXS        ,40.9328333333333,-77.7608333333333,98.7,0.01,168.0,PA ,SKYWAVE BROADCASTING INC                                                    
15480,WNVE        ,18.3219444444444,-65.2997222222222,98.7,0.01,173.0,PR ,"WESTERN NEW LIFE, INC.                                                      "
15481,WUKQ-FM     ,18.1476666666667,-66.9825277777778,98.7,0.01,676.0,PR ,"WLII/WSUR LICENSE PARTNERSHIP, G.P.                                         "
15483,WYKZ        ,32.3288055555556,-80.9378888888889,98.7,0.01,218.0,SC ,"IHM LICENSES, LLC                                                           "
15485,W254DQ,34.2241666666667,-80.6783333333333,98.7,0.01,0.0,SC ,KERSHAW RADIO CORPORATION                                                   
15486,W254DG,33.9101666666667,-79.6689444444445,98.7,0.01,0.0,SC ,"GLORY COMMUNICATIONS, INC                                                   "
15487,KOUT        ,44.0702777777778,-103.25075,98.7,0.01,141.0,SD ,"HOMESLICE MEDIA GROUP, LLC                                                  "
15488,W254DB,35.1292222222222,-85.3338055555556,98.7,0.01,0.0,TN ,"JACKSON TELECASTERS, INC.                                                   "
15489,WLCD-LP     ,35.6125555555556,-88.8153333333333,98.7,0.01,0.0,TN ,LANE COLLEGE                                                                
15490,W254CK,36.2681111111111,-86.7958333333333,98.7,0.01,0.0,TN ,THE MOODY BIBLE INSTITUTE OF CHICAGO                                        
15491,WOKI        ,36.1134166666667,-84.0621388888889,98.7,0.01,174.0,TN ,"RADIO LICENSE HOLDING CBC, LLC                                              "
15493,W254DW,35.6206666666667,-86.4263888888889,98.7,0.01,0.0,TN ,"HOPKINS FARMS BROADCASTING, INC.                                            "
15494,K254AZ,27.7525277777778,-98.1322222222222,98.7,0.01,0.0,TX ,GAB LLC                                                                     
15495,K254CW,30.3191388888889,-103.618444444444,98.7,0.01,0.0,TX ,"ALPINE RADIO, LLC                                                           "
15496,KPRF        ,35.1838888888889,-101.970277777778,98.7,0.01,143.0,TX ,"TOWNSQUARE LICENSE, LLC                                                     "
15497,K254DH,27.7841944444444,-97.4577777777778,98.7,0.01,0.0,TX ,"MALKAN INTERACTIVE COMMUNICATIONS, LLC                                      "
15498,KSPF        ,32.5819444444444,-96.9758333333333,98.7,0.01,506.0,TX ,"AUDACY LICENSE, LLC                                                         "
15502,KXAV        ,27.5055555555556,-98.6897222222222,98.7,0.01,100.0,TX ,"XAVIER ENTERTAINMENT, LLC                                                   "
15504,K254BZ,29.6232777777778,-95.5522222222222,98.7,0.01,0.0,TX ,"MUSIC MASALA, INC.                                                          "
15505,K254BC,30.7151666666667,-95.5285277777778,98.7,0.01,0.0,TX ,"HOUSTON CHRISTIAN BROADCASTERS, INC.                                        "
15506,K254CI,33.5022222222222,-101.872777777778,98.7,0.01,0.0,TX ,"FLORES COMMUNICATIONS,LLC                                                   "
15507,K254DA,30.3799166666667,-96.0996111111111,98.7,0.01,0.0,TX ,BRYAN BROADCASTING LICENSE CORPORATION                                      
15508,KZAM        ,34.0484166666667,-98.6608888888889,98.7,0.01,97.0,TX ,MEKADDESH GROUP CORPORATION                                                 
15510,KELI        ,31.3670833333333,-100.047,98.7,0.01,393.0,TX ,"TOWNSQUARE LICENSE, LLC                                                     "
15511,KTCP-LP     ,31.0886111111111,-97.3477777777778,98.7,0.01,63.0,TX ,ROYER FOUNDATION                                                            
15512,K254AS,33.4292777777778,-94.1199166666667,98.7,0.01,0.0,TX ,BTC USA HOLDINGS MANAGEMENT INC.                                            
15514,KTXN-FM     ,28.8130555555556,-97.0633333333333,98.7,0.01,77.0,TX ,TOWNSQUARE LICENSE LLC                                                      
15515,KLFK        ,31.4638611111111,-94.8895833333333,98.7,0.01,113.0,TX ,"CSN INTERNATIONAL, INC.                                                     "
15518,K254BN,31.7945833333333,-102.587916666667,98.7,0.01,0.0,TX ,KICKIN COUNTRY BROADCASTING LLC                                             
15519,K254CT,39.32133333333329,-111.770472222222,98.7,0.01,0.0,UT ,SANPETE COUNTY BROADCASTING CO.                                             
15520,K254BX,38.518,-113.284944444444,98.7,0.01,0.0,UT ,IRON COUNTY                                                                 
15521,KBEE        ,40.6082777777778,-112.160194444444,98.7,0.01,894.0,UT ,"RADIO LICENSE HOLDING CBC, LLC                                              "
15522,W254AH,37.3231944444445,-78.3894444444445,98.7,0.01,83.6,VA ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
15523,WNOR        ,36.8346944444444,-76.26925,98.7,0.01,158.0,VA ,"TIDEWATER COMMUNICATIONS, LLC                                               "
15526,K254CJ,47.8070555555556,-120.034222222222,98.7,0.01,0.0,WA ,DIVINE MERCY BROADCASTING                                                   
15527,KMNA        ,46.4756666666667,-120.14475,98.7,0.01,266.4,WA ,"BUSTOS MEDIA HOLDINGS, LLC                                                  "
15528,K254DP,46.14625,-119.100861111111,98.7,0.01,0.0,WA ,"TOWNSQUARE LICENSE, LLC                                                     "
15530,K254DK,45.99375,-118.180777777778,98.7,0.01,0.0,WA ,"ALEXANDRA COMMUNICATIONS, INC.                                              "
15531,KFXP-LP     ,47.3826111111111,-120.293027777778,98.7,0.01,0.0,WA ,ST. FRANCIS XAVIER GIFT SHOP                                                
15532,W254AX,45.1063611111111,-89.1526111111111,98.7,0.01,0.0,WI ,RESULTS BROADCASTING INC.                                                   
15533,W254CN,44.8,-91.4658333333333,98.7,0.01,0.0,WI ,"IHM LICENSES, LLC                                                           "
15534,W254DL,44.6969166666667,-90.1556944444445,98.7,0.01,0.0,WI ,"CENTRAL WISCONSIN BROADCASTING, INC.                                        "
15535,WMDC        ,43.4380277777778,-88.5264722222222,98.7,0.01,100.0,WI ,"RADIO PLUS, INC.                                                            "
15536,W254BB,45.1375555555556,-90.3443888888889,98.7,0.01,0.0,WI ,"WRVM, INC.                                                                  "
15537,W254CU,43.0469444444444,-87.9811944444444,98.7,0.01,0.0,WI ,"LAKEFRONT COMMUNICATIONS, LLC                                               "
15538,WVMO-LP     ,43.0635555555556,-89.3396111111111,98.7,0.01,0.0,WI ,CITY OF MONONA                                                              
15539,WISL-LP     ,45.3694444444445,-86.9244444444445,98.7,0.01,38.0,WI ,"THE WILSON AND CAROL TRUEBLOOD PERFORMING ARTS CENTER, INC.                 "
15540,W254CV,37.2587222222222,-81.1764722222222,98.7,0.01,0.0,WV ,"FIRST MEDIA SERVICES, LLC                                                   "
15541,WVGH-LP     ,39.2475,-81.5763888888889,98.7,0.01,-31.0,WV ,LANDMARK BAPTIST CHURCH                                                     
15542,WCST-FM     ,38.3981388888889,-81.6848611111111,98.7,0.01,188.0,WV ,WEST VIRGINIA RADIO CORPORATION                                             
15543,WOVK        ,40.0828333333333,-80.7714722222222,98.7,0.01,119.0,WV ,"IHM LICENSES, LLC                                                           "
15545,KRSV-FM     ,42.8504722222222,-110.980194444444,98.7,0.01,-88.0,WY ,"SVI MEDIA, LLC                                                              "
15546,KRQU        ,41.3108055555556,-105.453861111111,98.7,0.01,327.0,WY ,"APPALOOSA BROADCASTING COMPANY, INC.                                        "
15547,K257DP,42.8440833333333,-109.925416666667,98.7,0.01,0.0,WY ,"WESTERN INSPIRATIONAL BROADCASTERS, INC.                                    "
15548,KAWR        ,41.4966388888889,-109.346027777778,98.7,0.01,325.0,WY ,EDUCATIONAL MEDIA FOUNDATION                                                
15549,KYMG        ,61.1655555555556,-149.828305555556,98.9,0.01,-46.0,AK ,"IHM LICENSES, LLC                                                           "
15552,KQFB        ,64.8854166666667,-147.631055555556,98.9,0.01,26.0,AK ,CSN INTERNATIONAL                                                           
15553,WBAM-FM     ,31.9745833333333,-86.1919166666667,98.9,0.01,299.0,AL ,BLUEWATER BROADCASTING COMPANY LLC                                          
15555,K255DN,35.1095277777778,-92.5076388888889,98.9,0.01,0.0,AR ,"EAST ARKANSAS BROADCASTERS, INC.                                            "
15556,K255DI,33.8028888888889,-92.43625,98.9,0.01,0.0,AR ,"KBJT, INC.                                                                  "
15557,K255BH,34.3106666666667,-93.5346388888889,98.9,0.01,0.0,AR ,E RADIO NETWORK LLC                                                         
15559,KWCP-LP     ,34.7125833333333,-92.3718055555556,98.9,0.01,0.0,AR ,JOHN BARROW NEIGHBORHOOD ASSOCIATION                                        
15560,K255AM,33.6045277777778,-91.7873333333333,98.9,0.01,67.0,AR ,"PINES BROADCASTING, INC.                                                    "
15561,K255AX,34.2838888888889,-92.1271944444444,98.9,0.01,0.0,AR ,"BROADCAST INDUSTRY GROUP, LLC                                               "
15562,KMRW-LP     ,36.1728333333333,-94.1855,98.9,0.01,0.0,AR ,NWA LOCAL ARTIST MEDIA                                                      
15563,KZXK        ,35.2402777777778,-111.597666666667,98.9,0.01,610.0,AZ ,COCHISE BROADCASTING LLC                                                    
15564,KPIH-LP     ,34.2536388888889,-111.3115,98.9,0.01,0.0,AZ ,RIM CATHOLIC EVANGELIZATION ASSOC.                                          
15565,K255AC,32.4414444444444,-110.779527777778,98.9,0.01,1209.0,AZ ,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT                                  
15566,K255CN,38.931,-121.058833333333,98.9,0.01,0.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                
15567,KWLU        ,40.2326111111111,-121.019083333333,98.9,0.01,745.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                
15568,K255BZ,35.4799444444445,-117.683944444444,98.9,0.01,391.4,CA ,"INDIAN WELLS VALLEY TV BOOSTER, INC.                                        "
15569,K255CL,38.6479722222222,-121.098555555556,98.9,0.01,0.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                
15570,KCVR-FM     ,38.0374166666667,-120.369055555556,98.9,0.01,100.0,CA ,"ENTRAVISION HOLDINGS, LLC                                                   "
15571,KSOF        ,36.6356944444445,-118.943194444444,98.9,0.01,260.0,CA ,"IHM LICENSES, LLC                                                           "
15574,KHWY        ,34.8805277777778,-115.069138888889,98.9,0.01,348.0,CA ,HEFTEL BROADCASTING COMPANY LLC                                             
15575,K255AK,41.8578888888889,-123.353638888889,98.9,0.01,0.0,CA ,SLATER BUTTE TRANSLATOR COMPANY                                             
15576,KRVC        ,42.0831666666667,-122.701138888889,98.9,0.01,757.0,CA ,"OPUS BROADCASTING SYSTEMS, INC.                                             "
15577,KZLQ-LP     ,33.8016944444444,-116.225833333333,98.9,0.01,0.0,CA ,CADENA RADIAL REMANENTE                                                     
15578,KTEH-LP     ,40.0666666666667,-122.1,98.9,0.01,0.0,CA ,NORTHLAND BAPTIST MINISTRIES INTERNATIONAL                                  
15579,KHHT        ,35.01025,-119.014277777778,98.9,0.01,205.5,CA ,POINT FIVE LLC                                                              
15580,KSOL-FM3,37.88186111111111,-121.919111111111,98.9,0.01,927.0,CA ,"UNIVISION RADIO SAN FRANCISCO, INC.                                         "
15581,KBQS-LP     ,38.5626666666667,-121.542166666667,98.9,0.01,0.0,CA ,SACRAMENTO BICYCLE KITCHEN                                                  
15582,KSOL        ,37.7552777777778,-122.452777777778,98.9,0.01,465.5,CA ,"UNIVISION RADIO SAN FRANCISCO, INC.                                         "
15584,KSOL-FM2,37.8510277777778,-122.498027777778,98.9,0.01,294.0,CA ,"UNIVISION RADIO SAN FRANCISCO, INC.                                         "
15585,KURA-LP     ,38.0396944444444,-107.673388888889,98.9,0.01,0.0,CO ,OURAY SCHOOL DISTRICT R1
15586,KKMG        ,38.74525,-104.861916666667,98.9,0.01,695.0,CO ,"RADIO LICENSE HOLDING CBC, LLC                                              "
15588,K255CB,39.4324722222222,-108.130083333333,98.9,0.01,0.0,CO ,"CIMARRON COMMUNICATIONS CO, LLC                                             "
15589,KCOQ        ,40.4544166666667,-106.743361111111,98.9,0.01,543.0,CO ,RADIO PARTNERS LLC                                                          
15590,W255CV,29.6321111111111,-82.4188333333333,98.9,0.01,0.0,FL ,GILLEN BROADCASTING CORPORATION                                             
15591,WGUF        ,26.0309166666667,-81.6423055555556,98.9,0.01,100.0,FL ,RENDA BROADCASTING CORP. OF NEVADA                                          
15593,WBCG        ,27.0028333333333,-82.1814722222222,98.9,0.01,104.0,FL ,"IHM LICENSES, LLC                                                           "
15594,WNFY-LP     ,29.21,-82.1066666666667,98.9,0.01,26.0,FL ,ENCOURAGEMENT MINISTRIES CORP.                                              
15595,WMMO        ,28.5744444444444,-81.4625833333333,98.9,0.01,159.0,FL ,"COX RADIO, LLC                                                              "
15597,WBZE        ,30.4924166666667,-84.2837777777778,98.9,0.01,184.0,FL ,CUMULUS LICENSING LLC                                                       
15599,W255CJ,33.8073333333333,-84.3393611111111,98.9,0.01,301.0,GA ,CUMULUS LICENSING LLC                                                       
15600,W255AS,33.5063888888889,-81.9619444444444,98.9,0.01,0.0,GA ,"J.J & B BROADCASTING, INC.                                                  "
15601,WNGH-FM     ,34.7506388888889,-84.7146388888889,98.9,0.01,541.8,GA ,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION                                
15602,W255DP,33.0208333333333,-84.9955555555556,98.9,0.01,0.0,GA ,"TIGER COMMUNICATIONS, INC.                                                  "
15604,WMKP-LP     ,34.3002777777778,-83.8563888888889,98.9,0.01,0.0,GA ,"TOTUS TUUS CATHOLIC RADIO, INC.                                             "
15605,WWGA        ,33.6509444444444,-85.2946666666667,98.9,0.01,182.0,GA ,"WKNG, LLC                                                                   "
15606,KITH        ,21.9749166666667,-159.495805555556,98.9,0.01,510.0,HI ,"HOCHMAN HAWAII TWO, INC.                                                    "
15608,KIOM-LP     ,21.0873611111111,-157.018,98.9,0.01,0.0,HI ,KROS RADIO ASSOCIATION                                                      
15609,KFMG-LP     ,41.5930555555556,-93.6302777777778,98.9,0.01,0.0,IA ,THE DES MOINES COMMUNITY RADIO FOUNDATION (NEWLY FORMED)                    
15610,KGRA        ,41.9816388888889,-94.52025,98.9,0.01,152.0,IA ,"M AND H BROADCASTING, INC.                                                  "
15611,KQCR-FM     ,42.5633055555556,-92.9563055555556,98.9,0.01,100.0,IA ,"ON THE GO MEDIA, INC.                                                       "
15612,K255DD,42.8626944444444,-112.518305555556,98.9,0.01,0.0,ID ,IDAHO WIRELESS CORPORATION                                                  
15613,W255AI,40.5005833333333,-88.9286666666667,98.9,0.01,0.0,IL ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
