Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee,beamwidth_deg
4385,K214BO,42.2951111111111,-122.751138888889,90.7,0.01,355.0,OR ,"LOAM MEDIA, INC.                                                            ",120.0
4393,K216GU,43.2345555555556,-123.323111111111,90.7,0.01,219.0,OR ,CSN INTERNATIONAL                                                           ,120.0
4413,KGHW        ,44.7088611111111,-100.072861111111,90.7,0.01,65.0,SD ,RADIO 74 INTERNATIONALE,120.0
4419,WAUO        ,35.4991111111111,-87.4480833333333,90.7,0.01,94.0,TN ,"CSN INTERNATIONAL, INC.                                                     ",120.0
4438,WEHC        ,36.7670555555556,-81.8381666666667,90.7,0.01,114.0,VA ,EMORY & HENRY COLLEGE                                                       ,120.0
4461,KUWV        ,42.3340555555556,-104.166111111111,90.7,0.01,96.1,WY ,UNIVERSITY OF WYOMING                                                       ,120.0
4464,KWRK-LP     ,64.8559444444444,-147.809638888889,90.9,0.01,0.0,AK ,ALASKA PEACE CENTER                                                         ,360.0
4465,KHCX        ,59.6017777777778,-151.419833333333,90.9,0.01,-62.0,AK ,"SAFE HARBOR BROADCASTING, INC.                                              ",120.0
4468,WFAZ        ,33.2084444444444,-85.9919166666667,90.9,0.01,136.0,AL ,RADIOALABAMA FOUNDATION                                                     ,120.0
4469,WJAB        ,34.7859166666667,-86.5666388888889,90.9,0.01,102.0,AL ,ALABAMA A & M UNIVERSITY                                                    ,120.0
4503,K215DS,39.3232222222222,-119.944055555556,90.9,0.01,939.9,CA ,"CALIFORNIA STATE UNIVERSITY, SACRAMENTO                                     ",120.0
4506,K215EM,39.6441666666667,-106.860305555556,90.9,0.01,-222.3,CO ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
4535,W215AY,34.6295277777778,-84.4913055555556,90.9,0.01,0.0,GA ,"IMMANUEL BROADCASTING NETWORK, INC.                                         ",360.0
4537,WOAK        ,33.0370555555556,-85.0304722222222,90.9,0.01,77.0,GA ,OAKSIDE CHRISTIAN SCHOOL                                                    ,120.0
4567,K220FN,39.0302777777778,-95.7535833333333,90.9,0.01,0.0,KS ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
4570,WEKH        ,37.1931388888889,-83.1879444444445,90.9,0.01,324.0,KY ,EASTERN KENTUCKY UNIVERSITY                                                 ,120.0
4594,W215CG,46.7888888888889,-92.1180555555555,90.9,0.01,0.0,MN ,MINNESOTA PUBLIC RADIO                                                      ,360.0
4595,K215DU,44.8857777777778,-94.3485833333333,90.9,0.01,0.0,MN ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       ,360.0
4602,KNLN        ,38.190861111111104,-92.1229444444444,90.9,0.01,100.0,MO ,"NEW LIFE EVANGELISTIC CENTER, INC                                           ",120.0
4607,WAQB        ,34.4745555555556,-88.7281111111111,90.9,0.01,130.0,MS ,AMERICAN FAMILY ASSOCIATION                                                 ,120.0
4626,KPNO        ,42.1044444444445,-97.3367222222222,90.9,0.01,103.0,NE ,"THE PRAISE NETWORK, INC.                                                    ",120.0
4646,K215DX,38.6938055555556,-117.162305555556,90.9,0.01,-288.5,NV ,CSN INTERNATIONAL                                                           ,120.0
4666,WSHB        ,41.0480833333333,-82.6811666666667,90.9,0.01,71.5,OH ,AVE MARIA COMMUNICATIONS                                                    ,120.0
4700,WNTO-LP     ,18.2536111111111,-66.9530555555556,90.9,0.01,87.0,PR ,BAHOMAMEY RADIOTELEPHONE CORP                                               ,120.0
4746,KUKV        ,40.429916666666706,-109.497916666667,90.9,0.01,-33.0,UT ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
4747,WLNV        ,37.3722222222222,-78.8347222222222,90.9,0.01,54.0,VA ,"RISING TIDE BROADCASTING, INC                                               ",120.0
4769,KUWW        ,42.583,-108.710666666667,90.9,0.01,419.0,WY ,UNIVERSITY OF WYOMING                                                       ,120.0
4771,KUWX        ,42.8443611111111,-109.924027777778,90.9,0.01,134.0,WY ,UNIVERSITY OF WYOMING                                                       ,120.0
4780,KZNR        ,68.0726666666667,-162.853777777778,91.1,0.01,0.0,AK ,"KOTZEBUE BROADCASTING, INC.                                                 ",360.0
4806,KLVY        ,37.1277222222222,-119.678472222222,91.1,0.01,170.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
4811,K216AX,37.0618888888889,-122.121611111111,91.1,0.01,305.0,CA ,CSN INTERNATIONAL                                                           ,120.0
4816,K216FA,34.5475,-118.216666666667,91.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           ,360.0
4821,KDSC        ,34.4130277777778,-119.187027777778,91.1,0.01,390.0,CA ,UNIVERSITY OF SOUTHERN CALIFORNIA                                           ,120.0
4822,K216CX,34.1152777777778,-116.491666666667,91.1,0.01,51.0,CA ,"CSN INTERNATIONAL, INC.                                                     ",120.0
4825,KCGX        ,40.5654444444444,-107.611666666667,91.1,0.01,283.0,CO ,SAN TAN EDUCATIONAL MEDIA                                                   ,120.0
4829,K216BP,40.0430277777778,-107.934222222222,91.1,0.01,0.0,CO ,"PUBLIC BROADCASTING OF COLORADO, INC.                                       ",360.0
4836,WSHU-FM     ,41.2789722222222,-73.1851111111111,91.1,0.01,194.6,CT ,"SACRED HEART UNIVERSITY, INC.                                               ",120.0
4862,KBSS        ,43.64338888888889,-114.398027777778,91.1,0.01,570.0,ID ,IDAHO STATE BOARD OF EDUCATION                                              ,120.0
4906,WJJW        ,42.6908888888889,-73.1039722222222,91.1,0.01,-253.0,MA ,MASSACHUSETTS COLLEGE                                                       ,120.0
4909,WHFC        ,39.5561944444444,-76.2796666666667,91.1,0.01,69.0,MD ,HARFORD COMMUNITY COLLEGE                                                   ,120.0
4947,K216DS,48.70636111111111,-113.099805555556,91.1,0.01,0.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              ",360.0
4953,KLEU        ,47.1775833333333,-109.535611111111,91.1,0.01,572.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              ",120.0
4973,K216EA,32.8298055555556,-105.887194444444,91.1,0.01,0.0,NM ,CSN INTERNATIONAL                                                           ,360.0
4977,KAQW-FM     ,36.0977222222222,-106.122055555556,91.1,0.01,132.0,NM ,BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE                               ,120.0
4993,WTSC-FM     ,44.6625555555556,-75.0015833333333,91.1,0.01,0.0,NY ,CLARKSON UNIVERSITY                                                         ,360.0
5009,KKRD        ,36.3991944444445,-97.8803333333333,91.1,0.01,63.0,OK ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
5054,WNXP        ,36.1408888888889,-86.8655555555556,91.1,0.01,212.0,TN ,NASHVILLE PUBLIC RADIO                                                      ,120.0
5055,WZTH        ,36.0981666666667,-82.9434722222222,91.1,0.01,87.0,TN ,SOLID FOUNDATION BROADCASTING CORPORATION                                   ,120.0
5058,KRGD        ,34.4389444444444,-100.219833333333,91.1,0.01,63.0,TX ,GRACE COMMUNITY CHURCH OF AMARILLO                                          ,120.0
5089,W216BO,36.8334166666667,-82.0570555555556,91.1,0.01,0.0,VA ,"APPALSHOP, INCORPORATED                                                     ",360.0
5104,KTWP        ,48.3173611111111,-120.115888888889,91.1,0.01,511.0,WA ,"SPOKANE PUBLIC RADIO, INC.                                                  ",120.0
5110,WGTD        ,42.6089166666667,-87.8489722222222,91.1,0.01,62.0,WI ,GATEWAY TECHNICAL COLLEGE                                                   ,120.0
5116,KOFG        ,44.5721666666667,-108.820944444444,91.1,0.01,444.0,WY ,GOSPEL MESSENGERS                                                           ,120.0
5123,KCHU-FM     ,61.1304166666667,-146.352277777778,91.3,0.01,-512.0,AK ,"TERMINAL RADIO, INC.                                                        ",120.0
5128,WHIL        ,30.6890833333333,-87.8302777777778,91.3,0.01,325.0,AL ,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA                          ,120.0
5135,KIOE        ,14.3225,-170.763055555556,91.3,0.01,413.0,AS ,LEONE CHURCH OF CHRIST                                                      ,120.0
5138,K217FX,34.41475,-112.404611111111,91.3,0.01,0.0,AZ ,CSN INTERNATIONAL                                                           ,360.0
5143,KSHM        ,34.3405833333333,-110.256777777778,91.3,0.01,75.0,AZ ,RADIO 74 INTERNATIONALE,120.0
5146,KXCI        ,32.0032777777778,-110.797527777778,91.3,0.01,135.0,AZ ,"FOUNDATION FOR CREATIVE BROADCASTING, INC.                                  ",120.0
5168,KCPR        ,35.3605277777778,-120.656833333333,91.3,0.01,432.0,CA ,"CALIFORNIA POLYTECHNIC STATE UNIVERSITY, SAN LUIS OBISPO                    ",120.0
5174,KNYR        ,41.6098611111111,-122.625,91.3,0.01,721.0,CA ,SOUTHERN OREGON UNIVERSITY                                                  ,120.0
5180,KSUT        ,37.1841666666667,-107.485611111111,91.3,0.01,497.0,CO ,"KUTE, INC.                                                                  ",120.0
5182,KVNL        ,37.9397222222222,-103.436055555556,91.3,0.01,77.0,CO ,SOUTHERN CULTURAL FOUNDATION                                                ,120.0
5195,WLRN-FM     ,25.9798055555556,-80.1958888888889,91.3,0.01,285.0,FL ,"THE SCHOOL BOARD OF MIAMI-DADE COUNTY, FLORIDA                              ",120.0
5196,WHIF        ,29.6521944444444,-81.5920277777778,91.3,0.01,97.0,FL ,"PUTNAM RADIO MINISTRIES, INC.                                               ",120.0
5221,WIUM        ,40.4278055555556,-90.6829166666667,91.3,0.01,148.0,IL ,WESTERN ILLINOIS UNIVERSITY                                                 ,120.0
5255,K217EC,31.5366666666667,-93.4230555555556,91.3,0.01,0.0,LA ,"FAMILY WORSHIP CENTER CHURCH, INC.                                          ",360.0
5264,WESM        ,38.2103888888889,-75.6818611111111,91.3,0.01,91.0,MD ,"UNIVERSITY OF MARYLAND, EASTERN SHORE                                       ",120.0
5265,WBEO        ,44.4283333333333,-70.7788888888889,91.3,0.01,4.0,ME ,MAINE PUBLIC BROADCASTING CORPORATION                                       ,120.0
5274,WOES        ,43.0461388888889,-84.3880277777778,91.3,0.01,51.0,MI ,OVID-ELSIE AREA SCHOOLS                                                     ,120.0
5288,KXEB        ,45.75008333333329,-109.955194444444,91.3,0.01,141.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              ",120.0
5297,WZMB        ,35.6004166666667,-77.3643888888889,91.3,0.01,41.0,NC ,EAST CAROLINA UNIVERSITY STUDENT MEDIA BOARD                                ,120.0
5314,K217FM,42.0322222222222,-97.3689444444444,91.3,0.01,113.2,NE ,CSN INTERNATIONAL                                                           ,120.0
5337,W217CC,44.2206111111111,-73.6119166666667,91.3,0.01,0.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 ,360.0
5349,KAKO        ,35.22675,-96.9286388888889,91.3,0.01,134.7,OK ,AMERICAN FAMILY ASSOCIATION                                                 ,120.0
5359,K217FZ,44.6442777777778,-124.015111111111,91.3,0.01,0.0,OR ,UNIVERSITY OF OREGON                                                        ,360.0
5372,WCDJ        ,41.5245,-76.0715833333333,91.3,0.01,349.5,PA ,"FAMILY LIFE MINISTRIES, INC.                                                ",120.0
5383,WLMU        ,36.5611944444444,-83.6557777777778,91.3,0.01,15.3,TN ,LINCOLN MEMORIAL UNIVERSITY                                                 ,120.0
5404,KXWT        ,32.0485,-102.301555555556,91.3,0.01,111.0,TX ,MARFA PUBLIC RADIO                                                          ,120.0
5413,K217CL,40.30025,-111.642111111111,91.3,0.01,0.0,UT ,BIBLICAL MINISTRIES WORLDWIDE                                               ,360.0
5442,KUWA        ,42.8504722222222,-110.980194444444,91.3,0.01,-95.0,WY ,UNIVERSITY OF WYOMING                                                       ,120.0
5455,WLGQ        ,34.0748055555556,-86.0196944444444,91.5,0.01,159.0,AL ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
5467,K218CV,34.1564166666667,-109.238416666667,91.5,0.01,0.0,AZ ,"BIBLE BROADCASTING NETWORK, INC.                                            ",360.0
5476,K218FK,41.8576111111111,-123.353361111111,91.5,0.01,0.0,CA ,CSN INTERNATIONAL                                                           ,360.0
5498,KSJD        ,37.4824722222222,-108.510083333333,91.5,0.01,95.0,CO ,"COMMUNITY RADIO PROJECT, INC.                                               ",120.0
5505,K218DB,37.4003055555556,-102.619361111111,91.5,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        ",360.0
5510,WPSF        ,26.71,-80.8997777777778,91.5,0.01,161.0,FL ,"CALL COMMUNICATIONS GROUP, INC.                                             ",120.0
5516,WKWM        ,24.6615277777778,-81.41925,91.5,0.01,140.8,FL ,"THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL                                 ",120.0
5530,WGPH        ,32.2329722222222,-82.4806944444445,91.5,0.01,184.0,GA ,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC                                     ",120.0
5572,KPAE        ,30.536,-91.4145277777778,91.5,0.01,50.0,LA ,PORT ALLEN EDUCATIONAL BROADCASTING FOUNDATION                              ,120.0
5577,WBIM-FM     ,41.9875833333333,-70.9719722222222,91.5,0.01,22.0,MA ,BRIDGEWATER STATE UNIVERSITY                                                ,120.0
5581,WMFO        ,42.4075833333333,-71.1203055555556,91.5,0.01,41.0,MA ,TUFTS UNIVERSITY                                                            ,120.0
5630,KAFH        ,47.5324444444444,-111.278027777778,91.5,0.01,90.7,MT ,AMERICAN FAMILY ASSOCIATION                                                 ,120.0
5639,K218FO,46.90916666666671,-104.007138888889,91.5,0.01,0.0,ND ,"PRAIRIE PUBLIC BROADCASTING, INC.                                           ",360.0
5651,KRUX        ,32.2830277777778,-106.747694444444,91.5,0.01,-41.5,NM ,"BD OF REGENTS, NEW MEXICO ST. UNIV.                                         ",120.0
5658,K218AO,38.4569722222222,-118.764527777778,91.5,0.01,0.0,NV ,BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION                   ,360.0
5659,KUNV        ,35.9458611111111,-115.043972222222,91.5,0.01,588.0,NV ,"BOARD OF REGENTS, NEVADA SYSTEM OF HIGHER EDUCATION                         ",120.0
5690,K218AH,42.4345277777778,-124.421194444444,91.5,0.01,0.0,OR ,SOUTHERN OREGON UNIVERSITY                                                  ,360.0
5702,WPSU        ,40.9197777777778,-77.9741666666667,91.5,0.01,365.0,PA ,THE PENNSYLVANIA STATE UNIVERSITY                                           ,120.0
5714,WHCB        ,36.43425,-82.134,91.5,0.01,715.0,TN ,APPALACHIAN EDUCATIONAL COMMUNICATION CORPORATION                           ,120.0
5724,KHVT        ,29.0013611111111,-97.0016666666667,91.5,0.01,147.0,TX ,"HOUSTON CHRISTIAN BROADCASTERS, INC.                                        ",120.0
5737,KYFA-FM     ,32.8676111111111,-95.7513333333333,91.5,0.01,48.0,TX ,"CENTRAL PARK CHURCH OF GOD, INC.                                            ",120.0
5782,K218FH,48.4490277777778,-119.309472222222,91.5,0.01,0.0,WA ,WALLA WALLA UNIVERSITY                                                      ,360.0
5790,W218CC,44.9533055555556,-89.6603888888889,91.5,0.01,0.0,WI ,"VCY AMERICA, INC.                                                           ",360.0
5810,K219BZ,33.1553888888889,-91.9576111111111,91.7,0.01,54.0,AR ,AMERICAN FAMILY ASSOCIATION                                                 ,120.0
5814,KPUB        ,35.2427777777778,-111.611833333333,91.7,0.01,560.0,AZ ,NORTHERN ARIZONA UNIVERSITY                                                 ,120.0
5821,KUAE-FM     ,32.65,-109.849166666667,91.7,0.01,1309.0,AZ ,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZ.                 ,120.0
5826,KCHO        ,39.9581944444444,-121.714416666667,91.7,0.01,372.0,CA ,CHICO STATE ENTERPRISES                                                     ,120.0
5828,K219LS,40.1201388888889,-123.693083333333,91.7,0.01,0.0,CA ,CSN INTERNATIONAL                                                           ,360.0
5890,KRFA-FM     ,46.6815555555556,-116.971277777778,91.7,0.01,282.0,ID ,WASHINGTON STATE UNIVERSITY                                                 ,120.0
5894,KBSW        ,42.7300277777778,-114.41925,91.7,0.01,150.0,ID ,IDAHO STATE BOARD OF EDUCATION                                              ,120.0
5896,WBGL        ,40.1533611111111,-88.1156111111111,91.7,0.01,140.0,IL ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       ,120.0
5917,W219DI,38.1758888888889,-83.4076666666667,91.7,0.01,0.0,KY ,FAMILY FIRST                                                                ,360.0
5918,WYNX        ,38.2843055555556,-83.2043888888889,91.7,0.01,101.0,KY ,"BELIEVERS IN JESUS CHRIST, INC.                                             ",120.0
5923,KLSP        ,30.9548888888889,-91.5959444444444,91.7,0.01,16.0,LA ,LOUISIANA STATE PENITENTIARY                                                ,120.0
5937,WHCP-FM     ,38.5686666666667,-76.0751388888889,91.7,0.01,48.0,MD ,"MID-SHORE COMMUNITY RADIO, INC.                                             ",120.0
5943,WCML-FM     ,45.1381388888889,-84.1621111111111,91.7,0.01,364.0,MI ,CENTRAL MICHIGAN UNIVERSITY                                                 ,120.0
5947,W219CA,42.2805833333333,-85.57175,91.7,0.01,0.0,MI ,"PENSACOLA CHRISTIAN COLLEGE, INC.                                           ",360.0
5961,KJIR        ,39.69838888888889,-91.4968333333333,91.7,0.01,173.7,MO ,BELIEVERS BROADCASTING CORPORATION                                          ,120.0
5966,KCOZ        ,36.6108888888889,-93.2399166666667,91.7,0.01,57.0,MO ,COLLEGE OF THE OZARKS                                                       ,120.0
5984,W219DX,35.6011111111111,-82.6516666666667,91.7,0.01,0.0,NC ,CSN INTERNATIONAL                                                           ,360.0
5996,KSSH        ,40.2322222222222,-95.7655555555556,91.7,0.01,104.0,NE ,MYBRIDGE                                                                    ,120.0
6008,K219DP,34.4764444444444,-104.357194444444,91.7,0.01,85.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               ,120.0
6021,W219CE,42.0731111111111,-76.8341111111111,91.7,0.01,0.0,NY ,MONTROSE BROADCASTING CORPORATION                                           ,360.0
6023,WKGW        ,41.9873055555556,-74.0198611111111,91.7,0.01,99.0,NY ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
6040,WJIC        ,39.9603333333333,-82.2165277777778,91.7,0.01,121.0,OH ,"VCY AMERICA, INC.                                                           ",120.0
6047,K219AP,42.6415,-121.929444444444,91.7,0.01,0.0,OR ,SOUTHERN OREGON UNIVERSITY                                                  ,360.0
6048,K219CK,43.3542777777778,-124.242888888889,91.7,0.01,0.0,OR ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
6059,WLWG        ,40.1555,-79.4284166666667,91.7,0.01,275.0,PA ,"GRACE FM, INC.                                                              ",120.0
6082,KQOS        ,32.6588888888889,-99.4533333333333,91.7,0.01,187.7,TX ,LA PROMESA FOUNDATION                                                       ,120.0
6084,KVRX        ,30.2668611111111,-97.6744444444445,91.7,0.01,26.0,TX ,THE UNIVERSITY OF TEXAS AT AUSTIN                                           ,120.0
6095,K219LI,28.8613611111111,-97.9058333333333,91.7,0.01,0.0,TX ,THE WORSHIP CENTER OF KINGSVILLE                                            ,360.0
6112,WEMC        ,38.4723333333333,-78.8822222222222,91.7,0.01,56.0,VA ,BOARD OF TRUSTEES OF EASTERN MENNONITE UNIVERSITY                           ,120.0
6122,KBLD        ,46.0826111111111,-119.161944444444,91.7,0.01,296.0,WA ,CALVARY CHAPEL OF TRI-CITIES                                                ,120.0
6150,KOFW        ,63.9916666666667,-145.522222222222,91.9,0.01,17.0,AK ,OUR FATHER'S WORLD RADIO                                                    ,120.0
6186,WJIF        ,31.2640555555556,-86.2238333333333,91.9,0.01,50.0,AL ,OPP EDUCATIONAL B/CNG FOUNDATION                                            ,120.0
6216,KLVR        ,38.6688888888889,-122.631666666667,91.9,0.01,925.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
6235,K220IM,40.2749722222222,-103.643,91.9,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        ",360.0
6241,K220IY,40.2399722222222,-105.056916666667,91.9,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        ",360.0
6249,KTML        ,37.7297222222222,-106.588916666667,91.9,0.01,492.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        ",120.0
6250,K220DE,40.4933055555556,-105.181638888889,91.9,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        ",360.0
6276,DDWBRQ      ,32.94,-85.1101388888889,91.9,0.01,59.0,GA ,BEN JORDAN COMMUNICATIONS CORPORATION                                       ,120.0
6280,WVGS        ,32.4257222222222,-81.7826111111111,91.9,0.01,49.0,GA ,GEORGIA SOUTHERN UNIVERSITY                                                 ,120.0
6283,KSDA-FM     ,13.4313888888889,144.71,91.9,0.01,305.0,GU ,GOOD NEWS BROADCASTING CORPORATION                                          ,120.0
6305,W220EQ,42.4584166666667,-90.7781111111111,91.9,0.01,98.4,IL ,"AQUINAS COMMUNICATIONS, INC.                                                ",120.0
6362,K220AR,43.6435555555556,-93.3840833333333,91.9,0.01,37.0,MN ,"MINNESOTA STATE UNIVERSITY, MANKATO                                         ",120.0
6382,WSMQ-LP     ,31.9480555555556,-89.8925,91.9,0.01,2.0,MS ,RENEW MENDENHALL                                                            ,120.0
6383,W220BN,31.5465277777778,-91.3753888888889,91.9,0.01,0.0,MS ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
6390,KGLE-FM     ,47.0836111111111,-104.802,91.9,0.01,118.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              ",120.0
6421,WBNJ        ,39.7651111111111,-74.3195833333333,91.9,0.01,69.0,NJ ,WWN EDUCATIONAL RADIO CORPORATION                                           ,120.0
6432,K220AO,32.3278333333333,-108.727805555556,91.9,0.01,0.0,NM ,REGENTS OF NEW MEXICO STATE UNIVERSITY                                      ,360.0
6443,K220DT,39.2646666666667,-114.893638888889,91.9,0.01,0.0,NV ,"WESTERN INSPIRATIONAL BROADCASTERS, INC.                                    ",360.0
6447,K220BC,38.9873888888889,-119.244027777778,91.9,0.01,0.0,NV ,BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION                   ,360.0
6460,WKJA        ,40.9157777777778,-81.9320277777778,91.9,0.01,97.0,OH ,"CHRISTIAN HEALTHCARE MINISTRIES, INC.                                       ",120.0
6461,WOUH-FM     ,39.3295,-82.8021111111111,91.9,0.01,198.0,OH ,OHIO UNIVERSITY                                                             ,120.0
6462,WGRN-LP     ,39.91666666666671,-82.9833333333333,91.9,0.01,40.0,OH ,CENTRAL OHIO GREEN EDUCATION FUND DOING BUSINESS AS: WGRN-LP                ,120.0
6476,KGNR        ,44.4340277777778,-118.959111111111,91.9,0.01,0.0,OR ,CSN INTERNATIONAL                                                           ,360.0
6482,K220DA,44.8556944444444,-117.157666666667,91.9,0.01,0.0,OR ,OREGON PUBLIC BROADCASTING                                                  ,360.0
6515,KALD        ,30.5994444444444,-96.6425833333333,91.9,0.01,119.0,TX ,"HOUSTON CHRISTIAN BROADCASTERS, INC.                                        ",120.0
6516,KPFC        ,33.6698055555556,-97.0141666666667,91.9,0.01,20.0,TX ,"SOUTHWESTERN DIABETIC FOUNDATION, INC.                                      ",120.0
6532,K220JY,31.8626388888889,-102.417083333333,91.9,0.01,0.0,TX ,"CSN INTERNATIONAL, INC.                                                     ",360.0
6565,K220CS,48.3173611111111,-120.115888888889,91.9,0.01,0.0,WA ,"SPOKANE PUBLIC RADIO, INC.                                                  ",360.0
6583,KPMD        ,41.3527222222222,-110.908777777778,91.9,0.01,457.0,WY ,"WESTERN INSPIRATIONAL BROADCASTERS, INC.                                    ",120.0
6588,K221AA,66.9234166666667,-151.506027777778,92.1,0.01,0.0,AK ,VOICE FOR CHRIST MINISTRIES                                                 ,360.0
6593,W221DH,31.112,-87.0274166666667,92.1,0.01,0.0,AL ,"FAITH BROADCASTING, INC.                                                    ",360.0
6611,KQKZ        ,35.4865555555556,-118.889777777778,92.1,0.01,131.0,CA ,LOTUS BAKERSFIELD CORP.                                                     ,120.0
6653,WPEH-FM     ,33.0134722222222,-82.3923611111111,92.1,0.01,91.0,GA ,"PEACH BROADCASTING CO., INC.                                                ",120.0
6675,WZDM        ,38.6839166666667,-87.4355555555556,92.1,0.01,122.0,IN ,"THE ORIGINAL COMPANY, INC                                                   ",120.0
6694,K221GT,32.5391666666667,-92.6811111111111,92.1,0.01,0.0,LA ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
6718,W221AU,47.48825,-92.5201666666667,92.1,0.01,0.0,MN ,"MIDWEST COMMUNICATIONS, INC.                                                ",360.0
6731,WKXY        ,33.8803888888889,-90.7067777777778,92.1,0.01,100.0,MS ,DELTA RADIO LLC                                                             ,120.0
6748,K221DJ,36.6952777777778,-108.221194444444,92.1,0.01,0.0,NM ,JAMES R. BURT                                                               ,360.0
6750,K221DM,35.9841944444445,-104.904138888889,92.1,0.01,0.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               ,360.0
6760,WLEA-FM     ,42.3439722222222,-77.6263888888889,92.1,0.01,155.0,NY ,"RADIO LIVINGSTON, LIMITED                                                   ",120.0
6763,WRNQ        ,41.71925,-73.9959722222222,92.1,0.01,314.0,NY ,"IHM LICENSES, LLC                                                           ",120.0
6764,W221CL,43.13533333333329,-77.5838888888889,92.1,0.01,0.0,NY ,"RADIO LIVINGSTON, LP (NEW)                                                  ",360.0
6777,KFXI        ,34.6806388888889,-98.0175277777778,92.1,0.01,166.0,OK ,"DFWU, INC.                                                                  ",120.0
6785,W221CU,40.5645555555556,-75.4399166666667,92.1,0.01,0.0,PA ,BEACON BROADCASTING CORPORATION                                             ,360.0
6802,WZET        ,18.3183333333333,-67.1783333333333,92.1,0.01,337.0,PR ,INTERNATIONAL BROADCASTING CORPORATION                                      ,120.0
6803,WYAS        ,18.3316666666667,-65.6863888888889,92.1,0.01,279.0,PR ,"RADIO SOL 92, WZOL, INC.",120.0
6814,WMYB        ,33.591,-79.0483611111111,92.1,0.01,263.0,SC ,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE                                ",120.0
6822,WEUZ        ,35.12175,-87.1880833333333,92.1,0.01,146.0,TN ,"BROADCAST ONE, INC.                                                         ",120.0
6858,K221DL,38.2833055555556,-111.511,92.1,0.01,56.0,UT ,WAYNE COUNTY                                                                ,120.0
6891,KWTB        ,62.6849722222222,-164.668694444444,92.3,0.01,0.0,AK ,"BETHEL BROADCASTING, INC.                                                   ",360.0
6893,W222BK,33.3237222222222,-86.7905277777778,92.3,0.01,0.0,AL ,"SM-WBHJ, LLC                                                                ",360.0
6910,KXQX        ,35.9758333333333,-112.124638888889,92.3,0.01,0.0,AZ ,"ESTRELLA BROADCASTING, LLC                                                  ",360.0
6916,K222CO,38.0268611111111,-122.716361111111,92.3,0.01,0.0,CA ,"WEST MARIN COMMUNITY RADIO, INC.                                            ",360.0
6924,KSJO-FM1,37.6594444444444,-121.933194444444,92.3,0.01,0.0,CA ,SILICON VALLEY ASIAN MEDIA GROUP LLC                                        ,360.0
6928,KRJF-LP     ,38.4924444444444,-122.7255,92.3,0.01,0.0,CA ,KRJF-RADIO                                                                  ,360.0
6963,KOEL-FM     ,42.6823888888889,-91.8807222222222,92.3,0.01,297.0,IA ,"TOWNSQUARE LICENSE, LLC                                                     ",120.0
6967,KIXM        ,43.49075,-110.955194444444,92.3,0.01,331.0,ID ,SNAKE RIVER BROADCASTING LLLP                                               ,120.0
6987,WHKQ        ,38.1759166666667,-82.6273888888889,92.3,0.01,115.0,KY ,"MAIN STREET INDUSTRIES, LLC                                                 ",120.0
6992,KMYY        ,32.4709722222222,-91.87375,92.3,0.01,94.4,LA ,"SMG-MONROE, LLC                                                             ",120.0
